Id,OverallQual,GrLivArea,YearBuilt,YearRemodAdd,YrSold,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,Neighborhood,SalePrice
1219,8,1798,1913,1928,2006,1267.0,1033,765,2,0,4,7,2,423.0,16126,280,90,100,NWAmes,275553
1220,6,1294,1968,1973,2006,834.0,886,408,2,1,2,5,2,417.0,2304,420,250,60,Sawyer,165219
1221,10,1569,2004,2009,2010,795.0,1019,550,2,0,4,8,2,469.0,19218,410,140,150,OldTown,316544
1222,5,1469,1924,1949,2008,1156.0,1170,299,2,1,3,6,1,303.0,2167,120,50,60,Veenker,196508
1223,7,1454,1900,1910,2008,1019.0,928,526,2,0,3,5,2,494.0,1884,60,180,120,Blmngtn,217530
1224,10,1827,2001,2001,2009,1255.0,954,873,2,1,4,7,2,413.0,12816,90,160,90,NAmes,358840
1225,6,1538,1949,1954,2007,909.0,1219,319,2,0,3,7,1,256.0,4940,270,220,160,StoneBr,239936
1226,7,1471,1975,1975,2006,1051.0,1107,364,1,0,4,7,2,483.0,17896,30,90,20,Blmngtn,234870
1227,6,1611,1984,2009,2009,,891,720,2,1,5,9,3,609.0,9226,310,40,60,Somerst,267837
1228,6,1523,1927,1942,2009,988.0,1174,349,2,0,3,6,2,481.0,12699,210,270,100,OldTown,188727
1229,10,2136,1918,1928,2006,1708.0,1286,850,2,1,4,7,2,,6903,190,150,120,Edwards,341972
1230,6,1126,1910,1910,2008,1000.0,690,436,2,1,1,5,1,243.0,7651,470,110,40,StoneBr,212051
1231,9,2092,1889,1889,2007,1829.0,1614,478,2,0,4,7,2,458.0,13859,190,250,180,NPkVill,343892
1232,5,1302,1909,1909,2008,865.0,858,444,2,0,3,7,0,,16727,50,200,140,Blueste,143229
1233,5,1176,1897,1897,2009,947.0,636,540,2,0,3,7,3,695.0,11557,80,260,0,MeadowV,134594
1234,3,978,1967,1972,2007,915.0,597,381,1,1,3,7,2,440.0,1600,270,230,40,Timber,126838
1235,8,1344,2004,2004,2010,682.0,963,381,2,0,3,5,2,,6478,120,270,120,MeadowV,232521
1236,6,1481,1952,1952,2009,1063.0,817,664,1,1,3,6,1,233.0,11004,300,40,90,IDOTRR,204366
1237,9,1644,1894,1909,2008,1006.0,1113,531,1,1,4,8,2,473.0,12488,380,200,40,NPkVill,286518
1238,7,1279,1883,1908,2008,888.0,906,373,2,0,4,7,3,679.0,16031,490,0,0,Sawyer,196485
1239,10,1695,1888,1888,2008,1200.0,1022,673,2,1,2,5,2,476.0,8034,130,10,90,NoRidge,367197
1240,5,1472,1988,1988,2006,1285.0,1042,430,2,1,2,4,3,658.0,18333,210,40,170,Somerst,216378
1241,9,1724,1895,1915,2009,942.0,1319,405,2,0,4,7,1,,13131,360,220,70,NAmes,281880
1242,8,2006,1978,1978,2007,1517.0,1287,719,3,0,3,6,2,443.0,13193,440,180,190,MeadowV,283996
1243,8,1592,2000,2000,2008,1245.0,978,614,2,1,2,5,2,445.0,4667,230,270,20,Somerst,288193
1244,9,1508,1931,1951,2008,1126.0,867,641,2,0,3,6,2,475.0,6880,70,140,180,OldTown,280168
1245,8,1476,1948,1973,2006,1278.0,1005,471,1,0,3,5,3,657.0,15323,140,0,180,ClearCr,271784
1246,7,1797,1884,1889,2007,1243.0,1372,425,1,0,3,5,1,235.0,13129,400,100,10,Gilbert,250341
1247,5,1218,1899,1899,2009,1184.0,727,491,2,1,4,8,1,282.0,5356,50,270,160,ClearCr,171615
1248,3,840,1958,1978,2010,622.0,519,321,2,1,3,7,2,431.0,2575,220,170,150,Mitchel,104906
1249,9,1882,1990,1995,2006,1478.0,1170,712,2,1,2,4,3,654.0,17255,240,20,90,Veenker,359129
1250,7,1650,1881,1906,2009,1506.0,1102,548,2,0,4,7,3,612.0,12414,300,270,150,Veenker,278419
1251,8,1923,1972,1977,2010,1226.0,1093,830,2,1,3,6,2,,2201,450,80,40,NoRidge,336842
1252,7,1839,1892,1902,2008,988.0,1373,466,1,1,3,6,2,450.0,4848,280,230,190,NPkVill,239725
1253,4,1028,1883,1883,2008,877.0,605,423,1,0,3,7,2,429.0,9685,220,30,20,Crawfor,123137
1254,4,834,1988,2003,2007,618.0,593,241,3,0,2,6,2,443.0,8336,90,230,20,BrkSide,119860
1255,8,1617,1953,1953,2010,1533.0,1057,560,2,1,3,7,1,286.0,14804,80,120,10,NAmes,257340
1256,7,1602,1974,1974,2008,1588.0,1082,520,1,1,2,5,2,446.0,12138,480,80,30,OldTown,236908
1257,5,1057,1984,1994,2008,739.0,585,472,2,1,3,6,2,476.0,3749,120,20,170,Crawfor,166196
1258,7,1358,1887,1892,2007,961.0,978,380,2,1,2,5,2,426.0,12205,310,150,10,NWAmes,192669
1259,3,1018,1946,1951,2009,716.0,566,452,2,1,3,5,0,66.0,10874,480,210,50,CollgCr,163871
1260,7,1540,1989,1989,2008,1019.0,822,718,1,0,4,6,2,419.0,9618,440,70,20,NoRidge,265830
1261,6,1406,1888,1898,2006,1252.0,933,473,2,1,3,5,2,442.0,4051,400,250,20,Somerst,209303
1262,8,1548,1996,1996,2006,1361.0,1103,445,1,1,3,6,2,467.0,14050,0,60,10,OldTown,255794
1263,6,1353,1890,1900,2009,1000.0,696,657,2,1,4,7,2,450.0,3714,0,240,20,Crawfor,190021
1264,7,1365,1978,1978,2010,712.0,710,655,2,0,3,5,2,478.0,10034,360,220,160,Crawfor,227463
1265,2,978,1921,1921,2007,640.0,724,254,2,1,3,6,2,470.0,18601,390,160,130,BrDale,80017
1266,4,1307,1999,2019,2006,844.0,970,337,2,1,3,7,2,440.0,3960,170,240,60,Gilbert,192766
1267,6,1030,1891,1891,2006,932.0,590,440,1,0,4,6,2,488.0,13428,350,270,50,NAmes,151773
1268,7,1364,1916,1916,2009,741.0,933,431,1,0,2,5,2,463.0,4755,300,150,70,OldTown,197460
1269,7,1250,1953,1978,2010,1128.0,791,459,3,1,3,5,2,442.0,6834,0,200,180,BrkSide,226298
1270,6,1269,1952,1967,2010,1059.0,875,394,1,0,3,7,2,454.0,13781,460,210,180,Mitchel,184725
1271,8,1683,1931,1951,2009,1457.0,1277,406,1,1,3,6,2,452.0,8330,350,170,110,Veenker,298461
1272,9,1560,2009,2014,2006,1117.0,817,743,3,1,4,8,2,456.0,9254,80,150,40,NPkVill,328676
1273,8,1515,1935,1950,2007,1272.0,1111,404,2,0,3,6,2,445.0,8440,210,140,40,SawyerW,262758
1274,3,749,1939,1939,2006,602.0,485,264,2,1,2,6,2,461.0,12222,270,10,130,MeadowV,88353
1275,7,1591,1902,1927,2010,1407.0,1064,527,1,1,5,8,2,473.0,5132,250,280,160,Edwards,213736
1276,4,1113,1982,1997,2006,805.0,774,339,2,0,2,5,3,662.0,17529,90,190,150,Veenker,197706
1277,5,1105,1919,1944,2007,813.0,858,247,2,0,2,4,2,461.0,1514,460,30,30,Somerst,161562
1278,10,2035,1943,1943,2008,1672.0,1052,983,2,1,3,6,1,246.0,13081,20,40,70,BrkSide,351676
1279,5,1140,1964,1969,2006,631.0,580,560,1,0,4,8,2,423.0,15657,10,60,20,NWAmes,169861
1280,7,1495,1968,1968,2009,1073.0,827,668,2,0,4,7,2,416.0,13006,360,280,40,Mitchel,223212
1281,7,1884,1910,1910,2008,1857.0,1499,385,2,0,4,7,3,628.0,9708,300,260,60,ClearCr,275759
1282,8,1968,1899,1919,2009,1020.0,1406,562,2,0,2,6,2,437.0,11471,320,270,170,Timber,289353
1283,7,1290,2009,2009,2009,848.0,882,408,2,0,3,6,1,300.0,19833,310,140,70,Mitchel,231619
1284,1,815,1892,1902,2009,535.0,419,396,1,1,3,7,2,487.0,9772,420,160,100,BrDale,50000
1285,6,1562,2001,2001,2006,1275.0,1192,370,1,1,4,6,2,432.0,4579,110,90,130,BrkSide,215368
1286,7,1320,1982,1987,2010,729.0,981,339,2,0,3,7,2,,9627,20,190,170,NAmes,224797
1287,4,1263,1985,2010,2008,1028.0,883,380,2,0,2,4,2,447.0,10710,470,280,120,Sawyer,166032
1288,6,1707,1998,2013,2007,934.0,1027,680,3,1,4,7,2,457.0,16514,250,80,50,NPkVill,263736
1289,3,725,1949,1969,2010,396.0,377,348,2,0,3,6,2,433.0,17146,130,150,120,Somerst,87124
1290,4,916,1978,1993,2006,791.0,617,299,2,1,3,6,2,517.0,19708,110,230,0,Veenker,167794
1291,6,1603,1961,1961,2009,1061.0,1147,456,2,1,4,7,1,305.0,5364,250,20,100,IDOTRR,198678
1292,5,1304,1954,1974,2007,1289.0,688,616,1,1,3,6,1,241.0,12161,150,210,60,Edwards,144938
1293,7,1660,1997,2002,2008,861.0,1145,515,2,0,3,7,2,432.0,11822,70,260,90,StoneBr,276346
1294,8,1768,1963,1963,2010,1277.0,1035,733,1,0,3,7,1,,8210,480,80,10,MeadowV,266361
1295,8,1778,1948,1953,2010,989.0,1296,482,1,0,3,7,1,213.0,10016,480,70,150,SWISU,264206
1296,5,984,1938,1953,2007,664.0,651,333,2,0,2,6,1,275.0,15886,270,220,40,NPkVill,152322
1297,5,1459,2005,2005,2006,1457.0,785,674,2,0,3,7,3,653.0,14838,60,60,150,CollgCr,248667
1298,4,1333,1990,2010,2008,1258.0,877,456,2,1,3,7,2,406.0,16816,140,160,150,Mitchel,166918
1299,7,1504,1941,1941,2007,788.0,930,574,2,1,4,8,2,445.0,11703,400,40,140,IDOTRR,212328
1300,8,1691,2007,2007,2009,1321.0,936,755,2,1,3,6,1,230.0,6388,350,60,80,Veenker,317481
1301,3,643,1984,1984,2008,529.0,483,160,1,1,3,7,2,454.0,12825,70,290,0,Sawyer,80888
1302,10,2102,1947,1962,2010,1271.0,1057,1045,2,0,3,7,2,451.0,10886,90,120,80,MeadowV,355329
1303,3,1064,1894,1919,2007,609.0,631,433,2,1,4,8,1,209.0,17145,140,170,100,OldTown,92848
1304,7,1537,1914,1934,2010,1463.0,774,763,2,0,3,6,2,439.0,7760,170,210,40,MeadowV,216017
1305,8,1924,1893,1893,2010,1894.0,1017,907,1,0,4,6,2,467.0,12767,450,130,50,ClearCr,297170
1306,9,1783,1981,1981,2010,1775.0,1050,733,1,1,4,8,2,472.0,16919,360,170,70,NWAmes,327895
1307,8,1812,1979,1979,2006,1621.0,935,877,2,1,4,8,2,439.0,14586,400,20,140,BrDale,274527
1308,8,1496,1886,1896,2010,1244.0,1015,481,2,1,4,7,2,463.0,4404,440,160,150,StoneBr,295905
1309,6,1395,1909,1924,2009,938.0,733,662,2,0,2,4,1,257.0,12992,420,180,170,BrDale,173496
1310,8,1665,1928,1933,2009,975.0,1183,482,2,0,4,7,2,448.0,2623,430,60,110,NPkVill,245834
1311,4,1145,1990,2005,2008,617.0,590,555,3,0,4,7,2,463.0,14930,340,200,30,ClearCr,190378
1312,9,1776,1951,1956,2010,1503.0,919,857,3,0,5,8,2,422.0,16499,10,30,150,StoneBr,346345
1313,7,1523,1959,1979,2010,1359.0,901,622,2,0,2,5,2,450.0,9621,210,140,100,NAmes,263348
1314,8,1865,1962,1967,2007,1703.0,1434,431,2,1,3,7,3,601.0,5146,140,280,60,Edwards,294367
1315,7,1462,1921,1946,2006,1398.0,1012,450,1,1,2,5,2,448.0,14673,360,270,140,NPkVill,222293
1316,7,1228,1896,1896,2008,1154.0,897,331,2,0,3,6,2,,8525,380,230,160,Timber,223210
1317,7,1899,1886,1891,2010,1898.0,1030,869,2,1,4,8,2,440.0,14049,350,70,140,Crawfor,268196
1318,8,1976,1889,1894,2007,1229.0,1482,494,3,0,5,8,2,489.0,16353,40,150,90,StoneBr,308429
1319,4,841,1913,1913,2006,741.0,422,419,1,1,3,5,2,440.0,19155,470,0,30,ClearCr,114188
1320,3,1087,1915,1915,2008,862.0,612,475,2,0,4,7,2,417.0,10489,140,240,160,Crawfor,141600
1321,5,1149,1885,1900,2008,724.0,786,363,2,1,1,4,1,269.0,12826,260,150,30,IDOTRR,144753
1322,5,1302,1908,1923,2010,1290.0,797,505,2,1,2,6,2,463.0,4963,150,290,100,Mitchel,163763
1323,9,1908,2005,2025,2008,1810.0,1517,391,1,1,3,7,3,719.0,15888,350,240,30,BrkSide,330702
1324,5,1203,1960,1980,2007,678.0,612,591,2,0,3,6,1,220.0,15575,370,10,110,Timber,176653
1325,10,1843,1954,1979,2008,945.0,1473,370,2,1,4,6,2,460.0,12047,170,10,90,IDOTRR,318936
1326,6,1261,1905,1910,2009,1064.0,866,395,2,0,3,5,2,461.0,6441,340,70,130,NridgHt,245024
1327,5,1066,2006,2016,2007,855.0,711,355,1,0,3,7,2,481.0,17510,240,110,170,BrkSide,141542
1328,8,1533,1994,2009,2006,1483.0,793,740,2,0,3,7,2,465.0,2397,210,100,50,Timber,293910
1329,8,1686,2005,2025,2006,1040.0,981,705,1,1,3,6,2,441.0,9744,300,50,40,Somerst,299559
1330,7,1406,1907,1912,2010,762.0,1093,313,1,1,4,7,2,417.0,2105,360,180,10,OldTown,202975
1331,7,1686,1954,1974,2010,1061.0,1022,664,2,0,3,7,3,660.0,5177,330,270,120,CollgCr,257756
1332,8,1997,1957,1982,2009,1017.0,1394,603,2,0,3,7,2,461.0,6047,220,170,130,NAmes,286344
1333,5,1133,1969,1969,2006,586.0,906,227,2,1,4,7,2,468.0,10152,150,40,20,Timber,176735
1334,10,2047,1900,1900,2006,1959.0,1185,862,2,0,3,7,1,241.0,18658,50,140,100,CollgCr,383507
1335,10,2099,1933,1953,2006,1418.0,1412,687,2,0,4,7,1,258.0,6756,140,70,30,Blmngtn,360665
1336,8,1794,1982,1982,2006,1265.0,1271,523,2,0,2,4,2,403.0,17833,170,50,120,NridgHt,339012
1337,5,1265,1938,1958,2008,644.0,694,571,1,1,2,5,1,219.0,16230,370,110,70,Crawfor,176583
1338,8,1848,1951,1956,2007,1173.0,1006,842,3,0,5,7,2,478.0,6656,120,180,70,BrDale,270036
1339,4,1196,1899,1899,2007,1079.0,761,435,2,1,4,7,2,455.0,7273,230,110,120,IDOTRR,150337
1340,3,702,1991,2001,2009,567.0,432,270,2,0,3,6,3,664.0,12386,120,110,90,NoRidge,137134
1341,6,1573,1938,1943,2008,1379.0,1123,450,2,0,3,6,1,232.0,17430,0,80,120,Edwards,202706
1342,7,1727,1950,1950,2006,1249.0,899,828,2,0,4,7,1,228.0,5018,470,230,120,Sawyer,226058
1343,9,1697,1988,1988,2006,1111.0,1343,354,2,0,3,6,1,237.0,8275,350,90,160,Crawfor,309280
1344,8,1707,2008,2023,2010,,860,847,1,0,2,4,2,,6878,480,210,50,NPkVill,291471
1345,8,1836,1935,1940,2010,1214.0,1249,587,1,0,3,7,2,470.0,15134,170,160,10,NoRidge,315225
1346,6,1358,1914,1919,2009,1248.0,908,450,2,1,2,5,0,42.0,8173,470,170,160,Blmngtn,188906
1347,6,1614,2002,2022,2006,1047.0,872,742,3,0,2,5,3,600.0,7944,320,150,110,Mitchel,231944
1348,6,1872,1983,1983,2009,1553.0,1020,852,1,1,4,8,3,,15676,370,30,50,Somerst,290796
1349,10,1842,1886,1886,2008,1047.0,1359,483,1,1,1,4,2,458.0,10879,420,170,40,Crawfor,323631
1350,3,673,1906,1906,2007,567.0,515,158,2,1,4,7,1,264.0,5227,50,20,40,SawyerW,83054
1351,9,1910,1880,1900,2006,1827.0,1117,793,2,1,3,6,2,475.0,15725,160,150,80,BrDale,314390
1352,7,1694,1966,1981,2008,1362.0,1069,625,1,1,3,7,2,473.0,19873,30,130,20,MeadowV,223635
1353,7,1503,1920,1925,2006,1172.0,911,592,1,0,3,7,2,490.0,16968,130,230,190,Mitchel,212055
1354,8,1990,2002,2002,2010,1951.0,1038,952,2,1,3,6,1,250.0,5845,290,80,40,NWAmes,311096
1355,7,1282,1954,1954,2009,,899,383,2,1,2,5,1,237.0,9674,450,50,60,BrkSide,185633
1356,9,1988,1921,1926,2010,1251.0,1486,502,1,1,2,4,3,681.0,14552,190,30,110,Somerst,315967
1357,9,1728,1996,2016,2007,1116.0,1022,706,1,1,4,8,1,277.0,8546,70,260,60,Mitchel,288538
1358,6,1743,1942,1957,2010,,1389,354,2,1,3,6,2,443.0,5686,10,10,90,SawyerW,274539
1359,6,1798,2006,2006,2006,1560.0,939,859,2,0,2,6,2,483.0,18222,360,220,70,SWISU,240242
1360,7,1396,1927,1947,2010,909.0,975,421,3,1,5,8,2,452.0,11353,30,90,160,Timber,222854
1361,9,1740,1882,1882,2006,1170.0,1103,637,2,0,5,8,2,488.0,7468,90,100,40,Blmngtn,300636
1362,5,1421,1995,2000,2007,1414.0,900,521,1,0,3,7,2,501.0,13956,190,60,140,Crawfor,206148
1363,7,1472,1978,1978,2010,811.0,938,534,2,1,2,6,2,529.0,16998,340,250,80,Edwards,229000
1364,7,1540,1995,2015,2009,1081.0,889,651,2,0,4,6,2,,9184,470,240,100,Somerst,251870
1365,8,1705,1893,1913,2009,905.0,1218,487,1,0,4,7,2,492.0,17043,90,40,120,Sawyer,231877
1366,5,866,1991,2011,2009,788.0,620,246,3,1,2,5,2,475.0,9861,270,250,170,Somerst,190024
1367,8,1697,1940,1940,2010,926.0,992,705,2,1,2,5,2,478.0,8005,140,30,160,NAmes,244939
1368,9,1712,1974,1989,2010,1432.0,1285,427,1,1,4,7,2,462.0,7887,350,250,80,SWISU,301227
1369,5,1151,1896,1896,2010,608.0,684,467,1,0,4,7,2,478.0,12791,0,50,90,MeadowV,127223
1370,5,1538,2003,2018,2006,1286.0,1103,435,1,1,4,7,1,208.0,14306,210,270,40,MeadowV,189520
1371,10,1748,1903,1913,2007,1610.0,937,811,1,0,3,5,2,449.0,4110,260,10,100,SawyerW,325599
1372,5,1412,1995,1995,2009,987.0,777,635,2,1,3,6,1,230.0,3973,280,10,140,Veenker,199421
1373,9,1794,1961,1961,2006,1365.0,1066,728,2,0,3,6,3,627.0,4188,140,150,10,NWAmes,340314
1374,7,1494,1929,1944,2009,1046.0,1013,481,3,0,2,5,3,606.0,6304,90,270,190,NAmes,234593
1375,5,1408,1958,1958,2006,915.0,976,432,1,1,3,7,1,234.0,2790,190,240,130,Veenker,216199
1376,9,1918,1958,1963,2010,1729.0,1187,731,2,1,3,5,1,244.0,11727,210,220,40,StoneBr,365536
1377,7,1664,1949,1969,2009,1058.0,870,794,2,0,3,6,2,455.0,19572,490,220,50,Blmngtn,247972
1378,7,1743,1906,1921,2010,1501.0,1066,677,2,0,3,6,3,649.0,8011,470,120,140,OldTown,250881
1379,6,1333,1894,1909,2009,803.0,941,392,1,0,4,7,2,481.0,9697,80,200,30,Mitchel,190509
1380,7,1427,1929,1929,2008,891.0,1000,427,1,0,4,7,2,423.0,10214,310,60,90,NridgHt,260665
1381,5,1032,1915,1925,2006,689.0,565,467,2,1,4,7,2,391.0,8172,160,240,180,NridgHt,184789
1382,6,1234,1887,1887,2008,980.0,619,615,3,0,4,7,1,265.0,17949,410,250,80,SWISU,153669
1383,10,2589,1958,1983,2006,1882.0,1879,710,3,0,3,7,2,448.0,4481,180,40,90,Somerst,431068
1384,6,1648,1926,1926,2007,1437.0,876,772,3,0,3,7,2,447.0,14285,390,240,30,ClearCr,252071
1385,8,1429,1984,1984,2009,,749,680,2,0,3,5,2,428.0,16166,260,160,30,StoneBr,278535
1386,6,1135,1977,1992,2007,573.0,568,567,2,1,1,4,1,277.0,4315,360,120,50,StoneBr,220433
1387,8,1796,1975,1990,2007,1595.0,1131,665,3,1,4,7,2,437.0,6596,330,140,70,OldTown,291518
1388,5,1359,1995,1995,2006,1237.0,884,475,3,0,2,5,3,623.0,15450,460,270,150,Somerst,234705
1389,10,2109,1892,1892,2008,1117.0,1457,652,2,0,3,6,2,500.0,19901,480,20,70,OldTown,307789
1390,7,1499,1880,1880,2010,1207.0,882,617,1,1,3,6,2,470.0,8173,90,220,150,NPkVill,199515
1391,5,1224,1913,1923,2006,843.0,872,352,2,0,3,5,1,248.0,3242,290,30,50,Mitchel,153128
1392,4,1165,1958,1963,2010,1044.0,641,524,1,0,3,7,2,376.0,7220,200,140,160,Timber,188075
1393,5,1267,1957,1967,2007,1187.0,949,318,1,0,3,6,1,242.0,5009,200,170,0,ClearCr,165548
1394,7,1106,2000,2025,2010,1023.0,742,364,3,0,3,6,2,449.0,13773,330,270,180,Timber,232918
1395,6,1354,1972,1972,2008,1203.0,914,440,3,0,3,7,2,493.0,5034,80,290,170,Somerst,255988
1396,8,1529,1977,1997,2006,970.0,860,669,1,1,4,6,2,397.0,16185,330,20,160,Veenker,282063
1397,7,1585,1961,1971,2008,1435.0,827,758,2,1,3,6,1,296.0,6636,490,60,160,NoRidge,296915
1398,5,1847,1917,1942,2008,1416.0,1181,666,2,1,3,6,2,463.0,7085,110,70,110,BrkSide,203672
1399,7,1623,1893,1893,2006,854.0,1111,512,2,0,3,6,2,,10054,460,100,110,NoRidge,284967
1400,8,1637,1970,1975,2008,1192.0,865,772,2,1,2,5,2,,12973,200,240,50,Gilbert,299176
1401,5,1434,1933,1933,2009,1392.0,1125,309,2,1,3,5,1,242.0,3134,190,210,60,OldTown,182879
1402,5,1346,2009,2029,2009,1270.0,1068,278,2,1,3,5,2,400.0,18408,50,250,70,NPkVill,202548
1403,3,1034,1980,2005,2009,569.0,686,348,3,0,4,6,2,436.0,16617,490,80,20,Blmngtn,154513
1404,8,1821,1968,1968,2010,1588.0,1429,392,2,1,4,8,2,457.0,3222,440,190,160,SawyerW,281531
1405,8,2111,1935,1940,2008,1906.0,1169,942,1,0,2,4,2,451.0,10111,350,110,70,BrkSide,309463
1406,7,1323,1973,1988,2006,841.0,671,652,3,1,3,5,2,469.0,5364,110,40,100,NridgHt,265370
1407,9,1944,1972,1972,2006,1430.0,994,950,1,0,2,6,1,282.0,2567,400,0,190,Somerst,324476
1408,8,1514,1963,1973,2010,1295.0,1023,491,2,1,1,4,2,417.0,7938,300,130,170,Blmngtn,287430
1409,7,1661,1964,1989,2006,1195.0,861,800,1,1,3,6,3,649.0,19303,10,240,150,Veenker,286050
1410,9,1666,1901,1901,2009,926.0,1312,354,2,0,3,5,2,431.0,8771,150,240,120,Mitchel,263246
1411,5,1166,1914,1914,2008,994.0,632,534,2,0,3,6,2,412.0,12825,0,240,80,Crawfor,158492
1412,4,1040,1895,1895,2006,994.0,615,425,1,0,4,6,2,448.0,13328,30,20,180,MeadowV,112561
1413,6,1595,1929,1939,2006,1317.0,1191,404,3,0,4,7,2,462.0,15632,460,280,60,MeadowV,187667
1414,3,1133,2001,2001,2007,,640,493,1,0,4,8,2,464.0,18513,0,140,160,BrDale,142052
1415,7,1300,2007,2017,2007,882.0,744,556,2,0,2,5,2,438.0,14942,460,90,70,Somerst,239555
1416,10,2010,1992,2017,2007,1189.0,1392,618,2,0,3,6,2,419.0,3334,340,250,70,StoneBr,416535
1417,3,808,1896,1911,2008,663.0,470,338,2,1,3,6,2,430.0,16626,120,90,20,Blmngtn,98061
1418,4,848,1959,1964,2009,562.0,479,369,2,0,3,6,2,393.0,3853,490,230,150,BrDale,95205
1419,7,1506,2009,2034,2009,1400.0,867,639,1,0,2,5,2,414.0,15378,440,20,110,NWAmes,259389
1420,10,1938,1964,1964,2009,1087.0,1254,684,2,0,2,5,1,216.0,12632,410,280,140,Edwards,328223
1421,6,1885,1973,1973,2008,1351.0,1488,397,2,0,3,6,2,475.0,9703,300,50,30,Timber,255928
1422,7,1636,1960,1960,2008,1142.0,1226,410,2,0,4,7,2,475.0,11822,190,40,60,OldTown,242357
1423,3,674,1948,1953,2007,653.0,394,280,2,1,4,8,3,713.0,12795,60,230,100,NPkVill,88571
1424,5,1137,1948,1948,2006,655.0,692,445,2,0,3,7,2,457.0,4657,390,180,40,Gilbert,187265
1425,10,2204,1895,1905,2010,1112.0,1409,795,3,1,3,6,1,235.0,11126,320,130,120,Blueste,352770
1426,10,2417,1930,1955,2010,1496.0,1918,499,1,1,3,7,1,250.0,18840,270,160,100,Blmngtn,370604
1427,1,400,1984,2009,2006,364.0,220,180,2,0,3,6,2,444.0,13326,490,110,40,Blmngtn,88122
1428,10,1624,1945,1960,2007,981.0,986,638,1,0,2,6,1,231.0,13595,430,80,70,NoRidge,360093
1429,7,1924,1888,1888,2006,1193.0,1383,541,2,0,4,6,3,659.0,15067,490,250,160,NoRidge,306724
1430,9,1927,1986,2006,2006,1088.0,1520,407,1,1,3,6,2,455.0,9384,430,240,100,NWAmes,345724
1431,7,1376,1979,2004,2010,1180.0,752,624,2,0,2,6,3,,3455,190,20,180,NPkVill,267008
1432,7,1656,1965,1970,2007,885.0,940,716,1,1,2,5,2,441.0,11704,310,170,170,OldTown,229160
1433,7,1022,1943,1943,2008,680.0,580,442,2,1,2,6,3,668.0,6491,80,30,90,NWAmes,207644
1434,8,1700,1901,1926,2010,1090.0,860,840,2,1,3,6,1,233.0,5565,330,130,40,BrDale,251705
1435,5,1315,1989,1999,2008,1022.0,895,420,2,0,4,7,2,437.0,17567,130,230,0,Edwards,165720
1436,2,984,1976,1981,2007,851.0,689,295,2,0,3,6,1,264.0,15263,30,50,160,ClearCr,128980
1437,6,1197,1897,1912,2006,917.0,814,383,2,1,3,7,1,280.0,13595,280,250,160,StoneBr,200117
1438,8,1717,1950,1965,2009,1657.0,895,822,2,1,4,7,2,,18908,140,140,0,NridgHt,322825
1439,5,1064,2006,2016,2009,1038.0,554,510,2,1,3,6,2,442.0,3829,160,160,0,IDOTRR,157239
1440,8,1751,1976,1976,2007,1191.0,986,765,3,1,2,6,0,12.0,17373,180,230,80,SWISU,277060
1441,10,1820,1880,1895,2009,1617.0,1068,752,2,1,3,7,3,641.0,4526,370,40,30,Mitchel,319795
1442,4,1018,1883,1883,2008,885.0,749,269,2,1,4,8,1,252.0,2511,80,280,80,Gilbert,136264
1443,8,1500,2004,2009,2009,1419.0,821,679,1,1,3,6,2,416.0,7124,260,50,130,OldTown,250368
1444,7,1680,1961,1986,2007,,862,818,2,0,3,7,1,240.0,19584,480,200,140,NridgHt,311795
1445,9,2021,1906,1906,2007,,1249,772,1,1,5,9,2,486.0,16729,140,250,150,Blueste,322852
1446,5,1203,1938,1938,2008,851.0,751,452,2,0,4,8,1,254.0,14744,360,40,150,OldTown,138487
1447,8,1707,1911,1911,2009,1579.0,1084,623,2,0,2,4,3,633.0,18102,270,180,120,Crawfor,304292
1448,9,1560,1907,1907,2009,959.0,1166,394,3,1,4,7,2,450.0,13280,490,130,130,Somerst,302511
1449,10,1940,1985,1985,2006,1202.0,1027,913,1,0,2,5,3,652.0,7085,30,30,80,Veenker,373420
1450,8,1689,1984,1984,2010,1159.0,1201,488,1,0,3,6,2,438.0,17862,200,40,80,ClearCr,270953
1451,7,2074,1949,1959,2007,1275.0,1247,827,2,0,3,6,2,473.0,15605,330,100,30,SawyerW,275548
1452,7,1327,1941,1946,2006,1035.0,786,541,2,1,3,5,2,,18695,180,260,90,Gilbert,212744
1453,9,2142,1913,1913,2007,1215.0,1670,472,2,1,3,6,2,464.0,16337,360,10,20,Edwards,296434
1454,7,1749,1966,1971,2006,1154.0,1004,745,2,0,4,7,2,432.0,15893,30,210,80,SawyerW,264750
1455,3,1006,1993,1998,2010,962.0,696,310,2,0,3,6,3,681.0,6956,360,10,180,Gilbert,131099
1456,10,2351,1985,1985,2006,1656.0,1369,982,1,0,3,6,1,211.0,6021,310,190,150,NPkVill,375601
1457,8,1774,1935,1935,2007,1550.0,1156,618,2,0,3,7,2,478.0,11275,440,110,150,BrkSide,278402
1458,8,1777,1992,1992,2009,989.0,1307,470,1,0,4,7,2,426.0,15599,470,150,160,BrDale,274459
1459,5,1239,1892,1907,2007,772.0,947,292,2,1,4,7,1,259.0,5537,110,160,170,Sawyer,132279
